
blueboxoffice  5.15.0-1054-realtime  #60-Ubuntu SMP PREEMPT_RT Tue Jan 16 21:01:01 UTC 2024  x86_64  2024/08/08

-------------------------- analysis date: 2024/02/15 --------------------------

18:00:48  cpu  %usr %nice %sys %irq %softirq  %steal %guest  %wait %idle  _cpu_
18:00:49  all    10     0   15    3        7       0      0      0  1565
            0     1     0    1    0        0       0      0      0    98
            1     1     0    3    1        1       0      0      0    94
            2     1     0    1    0        0       0      0      0    98
            3     0     0    3    0        2       0      0      0    95
            4     1     0    0    0        1       0      0      0    98
            5     1     0    1    0        0       0      0      0    98
            6     1     0    1    0        0       0      0      0    98
            7     2     0    0    0        0       0      0      0    98
            8     0     0    0    0        0       0      0      0   100
            9     0     0    1    0        0       0      0      0    99
           10     0     0    0    0        0       0      0      0   100
           11     0     0    4    0        3       0      0      0    93
           12     0     0    0    0        0       0      0      0   100
           13     1     0    0    0        0       0      0      0    99
           14     2     0    0    0        0       0      0      0    98
           15     0     0    0    0        0       0      0      0   100
18:00:50  all     6     0   15    3        7       0      0      0  1569
            0     2     0    2    0        0       0      0      0    96
            1     0     0    3    1        2       0      0      0    94
            2     0     0    0    0        0       0      0      0   100
            3     0     0    5    1        3       0      0      0    91
            4     1     0    1    0        0       0      0      0    98
            5     0     0    1    0        0       0      0      0    99
            6     1     0    0    0        0       0      0      0    99
            7     1     0    0    0        0       0      0      0    99
            8     1     0    0    0        0       0      0      0    99
            9     0     0    0    0        0       0      0      0   100
           10     0     0    0    0        0       0      0      0   100
           11     0     0    2    1        2       0      0      0    95
           12     0     0    0    0        0       0      0      0   100
           13     1     0    1    0        0       0      0      0    98
           14     0     0    0    0        0       0      0      0   100
           15     0     0    1    0        0       0      0      0    99
18:00:51  all     8     0   14    3        7       0      0      0  1568
            0     1     0    1    0        0       0      0      0    98
            1     0     0    4    0        2       0      0      0    94
            2     0     0    0    0        0       0      0      0   100
            3     0     0    2    1        2       0      0      0    95
            4     1     0    0    0        0       0      0      0    99
            5     0     0    0    0        0       0      0      0   100
            6     0     0    0    0        0       0      0      0   100
            7     1     0    1    0        0       0      0      0    98
            8     0     0    2    0        0       0      0      0    98
            9     1     0    0    0        0       0      0      0    99
           10     1     0    0    0        0       0      0      0    99
           11     0     0    2    1        3       0      0      0    94
           12     0     0    0    0        0       0      0      0   100
           13     2     0    0    1        0       0      0      0    97
           14     1     0    1    0        0       0      0      0    98
           15     0     0    0    0        0       0      0      0   100
18:00:52  all     8     0   13    2        7       0      0      0  1570
            0     1     0    0    1        0       0      0      0    98
            1     0     0    2    1        2       0      0      0    95
            2     2     0    0    0        0       0      0      0    98
            3     0     0    4    1        3       0      0      0    92
            4     1     0    1    0        0       0      0      0    98
            5     0     0    0    0        0       0      0      0   100
            6     0     0    0    0        0       0      0      0   100
            7     1     0    0    0        0       0      0      0    99
            8     0     0    1    1        0       0      0      0    98
            9     1     0    1    0        0       0      0      0    98
           10     0     0    0    0        0       0      0      0   100
           11     0     0    3    1        2       0      0      0    94
           12     0     0    0    0        0       0      0      0   100
           13     1     0    1    0        0       0      0      0    98
           14     0     0    0    0        0       0      0      0   100
           15     0     0    0    0        0       0      0      0   100
18:00:53  all    22     0   15    3        8       0      0      1  1551
            0     2     0    1    0        0       0      0      0    97
            1     1     0    3    1        2       0      0      0    93
            2     0     0    0    0        0       0      0      0   100
            3    11     0    6    0        2       0      0      0    81
            4     0     0    1    0        0       0      0      0    99
            5     0     0    0    0        0       0      0      0   100
            6     1     0    0    0        0       0      0      0    99
            7     0     0    0    0        1       0      0      0    99
            8     0     0    0    0        0       0      0      0   100
            9     1     0    0    0        0       0      0      1    98
           10     0     0    0    0        0       0      0      1    99
           11     1     0    3    0        3       0      0      0    93
           12     1     0    0    0        0       0      0      0    99
           13     0     0    0    0        1       0      0      0    99
           14     1     0    1    0        0       0      0      0    98
           15     1     0    0    0        0       0      0      0    99
18:00:54  all    24     0   21    3        9       0      0      1  1542
            0     2     0    1    0        0       0      0      0    97
            1     1     0    2    0        2       0      0      0    95
            2     2     0    1    0        0       0      0      0    97
            3    12     0    9    1        3       0      0      0    76
            4     2     0    0    0        0       0      0      0    98
            5     0     0    0    0        0       0      0      0   100
            6     0     0    1    0        0       0      0      1    98
            7     0     0    1    0        0       0      0      0    99
            8     1     0    1    0        0       0      0      0    98
            9     2     0    1    0        0       0      0      0    97
           10     0     0    1    0        0       0      0      0    99
           11     0     0    5    1        2       0      0      0    92
           12     2     0    0    0        0       0      0      0    98
           13     1     0    0    0        0       0      0      0    99
           14     1     0    1    0        0       0      0      0    98
           15     0     0    0    0        0       0      0      0   100
18:00:55  all    10     0   12    3        8       0      0      0  1567
            0     1     0    0    0        0       0      0      0    99
            1     0     0    2    1        2       0      0      0    95
            2     1     0    0    0        0       0      0      0    99
            3     0     0    3    1        2       0      0      0    94
            4     2     0    1    0        0       0      0      0    97
            5     0     0    0    0        0       0      0      0   100
            6     0     0    0    0        0       0      0      0   100
            7     0     0    0    0        0       0      0      0   100
            8     1     0    1    0        0       0      0      0    98
            9     1     0    0    0        0       0      0      0    99
           10     0     0    0    0        0       0      0      0   100
           11     0     0    4    1        3       0      0      0    92
           12     0     0    0    0        0       0      0      0   100
           13     1     0    1    0        0       0      0      0    98
           14     1     0    0    0        1       0      0      0    98
           15     1     0    0    0        0       0      0      0    99
18:00:56  all    10     0   17    3        7       0      0      0  1563
            0     1     0    0    0        0       0      0      0    99
            1     0     0    2    0        2       0      0      0    96
            2     2     0    3    0        0       0      0      0    95
            3     0     0    4    1        2       0      0      0    93
            4     2     0    0    0        0       0      0      0    98
            5     0     0    0    0        0       0      0      0   100
            6     0     0    1    0        1       0      0      0    98
            7     0     0    0    0        0       0      0      0   100
            8     1     0    0    0        0       0      0      0    99
            9     1     0    0    0        0       0      0      0    99
           10     1     0    1    0        0       0      0      0    98
           11     0     0    4    1        2       0      0      0    93
           12     0     0    1    0        0       0      0      0    99
           13     1     0    0    0        0       0      0      0    99
           14     0     0    0    0        0       0      0      0   100
           15     0     0    0    0        0       0      0      0   100
18:00:57  all    29     0   11    3        7       0      0      1  1549
            0    10     0    1    0        0       0      0      0    89
            1     0     0    2    1        1       0      0      0    96
            2     2     0    0    0        0       0      0      0    98
            3     1     0    1    1        3       0      0      0    94
            4     1     0    0    0        0       0      0      0    99
            5     2     0    0    0        0       0      0      0    98
            6     1     0    0    1        0       0      0      0    98
            7     1     0    0    0        0       0      0      0    99
            8     4     0    0    0        1       0      0      0    95
            9     2     0    0    0        0       0      0      0    98
           10     2     0    1    0        0       0      0      0    97
           11     1     0    4    1        3       0      0      0    91
           12     1     0    0    0        0       0      0      0    99
           13     1     0    1    0        0       0      0      0    98
           14     0     0    0    0        0       0      0      0   100
           15     1     0    2    0        0       0      0      0    97
18:00:58  all    37     0   18    3        8       0      0      0  1534
            0     5     0    0    0        0       0      0      0    95
            1     3     0    2    1        2       0      0      0    92
            2     1     0    2    0        0       0      0      0    97
            3     1     0    5    0        2       0      0      0    92
            4     4     0    2    0        0       0      0      0    94
            5     0     0    0    0        0       0      0      0   100
            6     0     0    0    0        0       0      0      0   100
            7     4     0    0    0        0       0      0      0    96
            8     2     0    0    0        0       0      0      0    98
            9     3     0    0    0        0       0      0      0    97
           10     4     0    0    0        0       0      0      0    96
           11     1     0    3    0        2       0      0      0    94
           12     4     0    3    0        0       0      0      0    93
           13     1     0    0    0        1       0      0      0    98
           14     1     0    0    1        0       0      0      0    98
           15     2     0    0    0        0       0      0      0    98
18:00:59  all     7     0   16    3        7       0      0      0  1567
            0     1     0    0    0        0       0      0      0    99
            1     0     0    3    0        2       0      0      0    95
            2     2     0    0    0        0       0      0      0    98
            3     0     0    4    1        3       0      0      0    92
            4     0     0    0    0        0       0      0      0   100
            5     0     0    1    1        0       0      0      0    98
            6     0     0    0    0        0       0      0      0   100
            7     0     0    0    0        0       0      0      0   100
            8     0     0    0    0        0       0      0      0   100
            9     1     0    0    0        0       0      0      0    99
           10     1     0    0    0        0       0      0      0    99
           11     0     0    4    1        3       0      0      0    92
           12     1     0    0    0        0       0      0      0    99
           13     0     0    0    0        0       0      0      0   100
           14     0     0    0    0        0       0      0      0   100
           15     0     0    0    0        0       0      0      0   100
18:01:00  all    17     0   10    2        7       0      0      3  1561
            0     2     0    0    0        0       0      0      0    98
            1     0     0    3    1        2       0      0      0    94
            2     2     0    0    0        0       0      0      0    98
            3     0     0    3    1        2       0      0      0    94
            4     2     0    0    0        0       0      0      0    98
            5     3     0    0    0        0       0      0      0    97
            6     2     0    0    0        0       0      0      2    96
            7     1     0    1    0        0       0      0      0    98
            8     0     0    1    0        0       0      0      0    99
            9     0     0    0    0        0       0      0      2    98
           10     1     0    0    0        0       0      0      0    99
           11     0     0    3    1        2       0      0      0    94
           12     2     0    0    0        0       0      0      0    98
           13     2     0    0    0        0       0      0      0    98
           14     1     0    0    0        0       0      0      0    99
           15     1     0    0    1        0       0      0      0    98
18:01:01  all    38     0   22    3        7       0      0      0  1530
            0     1     0    2    0        0       0      0      0    97
            1     0     0    2    1        2       0      0      0    95
            2     0     0    0    0        0       0      0      0   100
            3     0     0    5    1        3       0      0      0    91
            4     0     0    0    0        0       0      0      0   100
            5     2     0    1    0        0       0      0      0    97
            6     0     0    1    0        0       0      0      0    99
            7    11     0    3    0        0       0      0      0    86
            8     1     0    0    0        0       0      0      0    99
            9     1     0    1    0        0       0      0      0    98
           10     0     0    1    1        0       0      0      0    98
           11     1     0    3    1        2       0      0      0    93
           12     0     0    1    0        0       0      0      0    99
           13     1     0    1    0        0       0      0      0    98
           14     1     0    0    0        0       0      0      0    99
           15    18     0    5    0        0       0      0      0    77
18:01:02  all    30     0   15    3        8       0      0      0  1544
            0     1     0    0    0        0       0      0      0    99
            1     1     0    2    0        2       0      0      0    95
            2     0     0    0    0        0       0      0      0   100
            3    11     0    1    1        2       0      0      0    85
            4     1     0    0    0        0       0      0      0    99
            5     1     0    1    0        0       0      0      0    98
            6     0     0    0    0        0       0      0      0   100
            7     1     0    0    0        0       0      0      0    99
            8     1     0    0    0        0       0      0      0    99
            9     0     0    3    0        0       0      0      0    97
           10     1     0    1    0        0       0      0      0    98
           11    11     0    6    0        3       0      0      0    80
           12     0     0    0    1        0       0      0      0    99
           13     1     0    0    0        0       0      0      0    99
           14     0     0    0    0        0       0      0      0   100
           15     0     0    0    0        0       0      0      0   100
18:01:03  all    23     0   18    3        7       0      0      0  1549
            0     2     0    0    0        0       0      0      0    98
            1     0     0    2    1        2       0      0      0    95
            2     0     0    0    0        0       0      0      0   100
            3     0     0    3    0        3       0      0      0    94
            4     1     0    0    0        0       0      0      0    99
            5     1     0    0    0        0       0      0      0    99
            6     1     0    1    0        0       0      0      0    98
            7     7     0    3    0        0       0      0      0    90
            8     1     0    0    0        0       0      0      0    99
            9     0     0    1    1        1       0      0      0    97
           10     0     0    0    0        0       0      0      0   100
           11     0     0    3    1        3       0      0      0    93
           12     0     0    0    0        0       0      0      0   100
           13     0     0    1    0        0       0      0      0    99
           14     0     0    1    0        0       0      0      0    99
           15    10     0    2    0        0       0      0      0    88
18:01:04  all    26     2   21    3        8       0      0      0  1540
            0     8     0    2    0        0       0      0      0    90
            1     1     0    3    1        2       0      0      0    93
            2     2     0    0    0        0       0      0      0    98
            3     0     0    5    1        2       0      0      0    92
            4     1     0    0    0        0       0      0      0    99
            5     1     0    1    0        0       0      0      0    98
            6     1     1    2    0        0       0      0      0    96
            7     0     0    0    1        1       0      0      0    98
            8    10     1    3    0        0       0      0      0    86
            9     0     0    0    0        0       0      0      0   100
           10     0     0    0    0        0       0      0      0   100
           11     0     0    3    1        2       0      0      0    94
           12     1     0    1    0        0       0      0      0    98
           13     1     0    0    0        0       0      0      0    99
           14     1     0    0    0        0       0      0      0    99
           15     0     0    0    0        0       0      0      0   100
18:01:05  all    11     0   11    3        7       0      0      1  1567
            0     1     0    1    0        1       0      0      1    96
            1     0     0    3    0        2       0      0      0    95
            2     1     0    0    0        0       0      0      0    99
            3     0     0    3    1        3       0      0      0    93
            4     0     0    0    0        0       0      0      0   100
            5     0     0    0    0        0       0      0      0   100
            6     0     0    0    0        0       0      0      0   100
            7     0     0    0    0        0       0      0      0   100
            8     0     0    0    0        0       0      0      0   100
            9     1     0    0    0        0       0      0      0    99
           10     0     0    0    0        0       0      0      0   100
           11     0     0    4    1        3       0      0      0    92
           12     2     0    0    0        0       0      0      0    98
           13     1     0    1    0        0       0      0      0    98
           14     1     0    1    0        0       0      0      0    98
           15     1     0    0    0        0       0      0      0    99
18:01:06  all     6     0   14    3        8       0      0      0  1569
            0     1     0    0    0        0       0      0      0    99
            1     0     0    4    1        2       0      0      0    93
            2     1     0    1    0        1       0      0      0    97
            3     0     0    3    1        3       0      0      0    93
            4     0     0    0    0        0       0      0      0   100
            5     1     0    0    0        0       0      0      0    99
            6     0     0    0    0        0       0      0      0   100
            7     2     0    1    0        0       0      0      0    97
            8     0     0    0    0        0       0      0      0   100
            9     0     0    0    0        0       0      0      0   100
           10     0     0    0    0        1       0      0      0    99
           11     0     0    4    1        2       0      0      0    93
           12     1     0    0    0        0       0      0      0    99
           13     0     0    0    0        0       0      0      0   100
           14     1     0    0    0        0       0      0      0    99
           15     1     0    1    0        0       0      0      0    98
18:01:07  all     4     0   14    2        7       0      0      1  1572
            0     0     0    0    0        0       0      0      0   100
            1     0     0    3    0        2       0      0      0    95
            2     0     0    0    0        0       0      0      0   100
            3     0     0    5    0        2       0      0      0    93
            4     0     0    0    0        0       0      0      0   100
            5     1     0    1    0        0       0      0      0    98
            6     0     0    0    0        0       0      0      0   100
            7     0     0    0    0        0       0      0      0   100
            8     0     0    1    1        0       0      0      0    98
            9     0     0    1    0        0       0      0      0    99
           10     1     0    0    0        0       0      0      0    99
           11     0     0    1    0        2       0      0      0    97
           12     1     0    0    0        0       0      0      1    98
           13     1     0    0    0        0       0      0      0    99
           14     0     0    0    0        0       0      0      0   100
           15     0     0    0    0        0       0      0      0   100
18:01:08  all     9     0   11    3        7       0      0      0  1570
            0     0     0    0    1        0       0      0      0    99
            1     0     0    2    1        2       0      0      0    95
            2     2     0    1    0        0       0      0      0    97
            3     0     0    3    1        2       0      0      0    94
            4     0     0    0    0        0       0      0      0   100
            5     0     0    1    0        0       0      0      0    99
            6     0     0    0    0        0       0      0      0   100
            7     1     0    0    0        0       0      0      0    99
            8     0     0    0    0        0       0      0      0   100
            9     1     0    0    0        0       0      0      0    99
           10     0     0    0    0        0       0      0      0   100
           11     0     0    2    1        3       0      0      0    94
           12     3     0    0    0        0       0      0      0    97
           13     0     0    1    0        0       0      0      0    99
           14     1     0    0    0        0       0      0      0    99
           15     0     0    0    0        0       0      0      0   100
18:01:09  all     9     0   14    2        6       0      0      0  1569
            0     0     0    0    0        0       0      0      0   100
            1     1     0    3    1        1       0      0      0    94
            2     2     0    0    0        0       0      0      0    98
            3     0     0    3    1        3       0      0      0    93
            4     1     0    1    0        0       0      0      0    98
            5     2     0    2    0        1       0      0      0    95
            6     0     0    0    0        0       0      0      0   100
            7     1     0    1    0        0       0      0      0    98
            8     0     0    0    0        0       0      0      0   100
            9     1     0    1    0        0       0      0      0    98
           10     0     0    0    0        0       0      0      0   100
           11     0     0    4    1        2       0      0      0    93
           12     0     0    0    0        0       0      0      0   100
           13     1     0    2    1        0       0      0      0    96
           14     1     0    0    0        0       0      0      0    99
           15     0     0    0    0        0       0      0      0   100
18:01:10  all     7     0   12    3        8       0      0      0  1570
            0     0     0    1    0        0       0      0      0    99
            1     0     0    1    0        2       0      0      0    97
            2     1     0    0    0        0       0      0      0    99
            3     1     0    4    1        2       0      0      0    92
            4     0     0    0    0        0       0      0      0   100
            5     1     0    0    0        0       0      0      0    99
            6     1     0    2    1        0       0      0      0    96
            7     0     0    0    0        0       0      0      0   100
