
blueboxoffice  5.15.0-1054-realtime  #60-Ubuntu SMP PREEMPT_RT Tue Jan 16 21:01:01 UTC 2024  x86_64  2024/03/05

-------------------------- analysis date: 2024/02/15 --------------------------

17:14:08  cpu  %usr %nice %sys %irq %softirq  %steal %guest  %wait %idle  _cpu_
17:14:09  all    32     0   20    3        7       0      0      0  1538
            0     0     0    0    0        0       0      0      0   100
            1     2     0    1    1        2       0      0      0    94
            2     4     0    3    1        0       0      0      0    92
            3     1     0    5    1        2       0      0      0    91
            4     0     0    0    0        0       0      0      0   100
            5     1     0    0    0        0       0      0      0    99
            6     1     0    1    0        0       0      0      0    98
            7     5     0    0    0        0       0      0      0    95
            8     4     0    3    0        0       0      0      0    93
            9     2     0    1    0        0       0      0      0    97
           10     3     0    0    1        0       0      0      0    96
           11     1     0    4    1        2       0      0      0    92
           12     0     0    0    0        0       0      0      0   100
           13     1     0    0    1        0       0      0      0    98
           14     1     0    0    0        0       0      0      0    99
           15     5     0    1    0        0       0      0      0    94
17:14:10  all     8     0   13    3        8       0      0      0  1568
            0     1     0    0    0        0       0      0      0    99
            1     0     0    2    1        2       0      0      0    95
            2     1     0    0    0        1       0      0      0    98
            3     0     0    4    1        3       0      0      0    92
            4     1     0    0    0        0       0      0      0    99
            5     0     0    0    0        0       0      0      0   100
            6     1     0    0    0        0       0      0      0    99
            7     0     0    0    0        0       0      0      0   100
            8     0     0    2    0        0       0      0      0    98
            9     0     0    0    0        0       0      0      0   100
           10     2     0    1    0        0       0      0      0    97
           11     1     0    3    0        3       0      0      0    93
           12     0     0    0    0        0       0      0      0   100
           13     0     0    0    0        0       0      0      0   100
           14     0     0    0    0        0       0      0      0   100
           15     1     0    0    0        0       0      0      0    99
17:14:11  all    10     0   13    3        7       0      0      0  1567
            0     0     0    0    0        0       0      0      0   100
            1     0     0    2    0        2       0      0      0    96
            2     0     0    0    0        0       0      0      0   100
            3     0     0    3    1        2       0      0      0    94
            4     4     0    1    0        1       0      0      0    94
            5     2     0    1    0        0       0      0      0    97
            6     1     0    0    0        0       0      0      0    99
            7     1     0    0    0        0       0      0      0    99
            8     0     0    0    0        0       0      0      0   100
            9     1     0    1    0        0       0      0      0    98
           10     0     0    0    0        1       0      0      0    99
           11     0     0    2    1        2       0      0      0    95
           12     0     0    0    0        0       0      0      0   100
           13     0     0    1    0        0       0      0      0    99
           14     0     0    0    0        0       0      0      0   100
           15     1     0    0    0        0       0      0      0    99
17:14:12  all     9     0   12    2        8       0      0      2  1567
            0     0     0    0    0        0       0      0      0   100
            1     1     0    2    1        2       0      0      1    93
            2     1     0    0    0        0       0      0      0    99
            3     0     0    4    1        3       0      0      0    92
            4     1     0    1    0        0       0      0      0    98
            5     1     0    1    0        0       0      0      0    98
            6     1     0    0    0        0       0      0      0    99
            7     2     0    0    0        0       0      0      0    98
            8     1     0    2    0        0       0      0      0    97
            9     1     0    0    0        0       0      0      0    99
           10     0     0    0    0        0       0      0      0   100
           11     1     0    3    1        2       0      0      0    93
           12     0     0    0    0        0       0      0      0   100
           13     1     0    0    0        0       0      0      0    99
           14     0     0    0    0        0       0      0      0   100
           15     0     0    0    0        0       0      0      0   100
17:14:13  all     6     0   14    3        8       0      0      0  1569
            0     1     0    0    0        0       0      0      0    99
            1     0     0    3    1        2       0      0      0    94
            2     0     0    0    0        0       0      0      0   100
            3     0     0    2    0        2       0      0      0    96
            4     0     0    0    0        0       0      0      0   100
            5     0     0    1    0        0       0      0      0    99
            6     1     0    0    0        0       0      0      0    99
            7     0     0    1    0        0       0      0      0    99
            8     1     0    2    0        0       0      0      0    97
            9     1     0    1    0        0       0      0      0    98
           10     1     0    0    0        0       0      0      0    99
           11     0     0    5    1        3       0      0      0    91
           12     0     0    1    0        1       0      0      0    98
           13     1     0    0    0        0       0      0      0    99
           14     0     0    0    0        0       0      0      0   100
           15     0     0    0    0        0       0      0      0   100
17:14:14  all     9     0   16    3        7       0      0      1  1564
            0     2     0    0    0        0       0      0      0    98
            1     0     0    3    0        2       0      0      0    95
            2     0     0    0    0        0       0      0      0   100
            3     0     0    3    1        3       0      0      0    93
            4     1     0    0    0        0       0      0      1    98
            5     2     0    1    0        0       0      0      0    97
            6     1     0    1    0        0       0      0      0    98
            7     0     0    0    0        0       0      0      0   100
            8     0     0    1    0        0       0      0      0    99
            9     0     0    1    0        0       0      0      0    99
           10     0     0    1    0        0       0      0      0    99
           11     0     0    3    1        2       0      0      0    94
           12     0     0    0    0        0       0      0      0   100
           13     1     0    1    0        0       0      0      0    98
           14     1     0    0    0        0       0      0      0    99
           15     1     0    0    0        0       0      0      0    99
17:14:15  all     7     0   15    2        6       0      0      0  1570
            0     1     0    0    0        0       0      0      0    99
            1     0     0    2    1        2       0      0      0    95
            2     0     0    1    0        0       0      0      0    99
            3     0     0    6    1        2       0      0      0    91
            4     0     0    0    0        0       0      0      0   100
            5     1     0    0    0        0       0      0      0    99
            6     0     0    0    0        0       0      0      0   100
            7     0     0    0    0        0       0      0      0   100
            8     0     0    1    0        0       0      0      0    99
            9     0     0    0    0        0       0      0      0   100
           10     1     0    0    0        0       0      0      0    99
           11     0     0    3    0        3       0      0      0    94
           12     0     0    0    0        0       0      0      0   100
           13     1     0    0    0        0       0      0      0    99
           14     1     0    0    0        0       0      0      0    99
           15     0     0    1    0        0       0      0      0    99
17:14:16  all     8     0   19    3        8       0      0      0  1562
            0     1     0    1    0        0       0      0      0    98
            1     0     0    3    0        2       0      0      0    95
            2     1     0    0    0        0       0      0      0    99
            3     0     0    6    0        2       0      0      0    92
            4     0     0    0    0        0       0      0      0   100
            5     2     0    1    1        0       0      0      0    96
            6     0     0    0    0        0       0      0      0   100
            7     3     0    2    0        0       0      0      0    95
            8     0     0    1    0        0       0      0      0    99
            9     0     0    0    0        1       0      0      0    99
           10     0     0    0    0        0       0      0      0   100
           11     0     0    5    1        2       0      0      0    92
           12     1     0    0    0        1       0      0      0    98
           13     0     0    1    0        0       0      0      0    99
           14     0     0    0    0        0       0      0      0   100
           15     1     0    0    0        0       0      0      0    99
17:14:17  all     7     0   17    3        7       0      0      1  1565
            0     3     0    0    0        0       0      0      0    97
            1     0     0    2    1        2       0      0      1    94
            2     0     0    1    0        0       0      0      0    99
            3     0     0    8    1        3       0      0      0    89
            4     0     0    0    0        0       0      0      0   100
            5     1     0    0    0        0       0      0      1    98
            6     0     0    0    0        0       0      0      0   100
            7     1     0    0    1        0       0      0      0    98
            8     0     0    0    0        0       0      0      0   100
            9     0     0    0    0        0       0      0      0   100
           10     0     0    0    0        0       0      0      0   100
           11     0     0    3    1        2       0      0      0    94
           12     0     0    0    0        0       0      0      0   100
           13     0     0    0    0        0       0      0      0   100
           14     0     0    0    0        0       0      0      0   100
           15     2     0    2    0        0       0      0      0    96
17:14:18  all     8     0   14    3        7       0      0      0  1568
            0     1     0    1    0        0       0      0      0    98
            1     1     0    2    1        2       0      0      0    94
            2     1     0    0    0        0       0      0      0    99
            3     0     0    5    1        2       0      0      0    92
            4     1     0    0    0        0       0      0      0    99
            5     1     0    0    0        0       0      0      0    99
            6     0     0    0    0        0       0      0      0   100
            7     0     0    0    0        0       0      0      0   100
            8     0     0    1    1        0       0      0      0    98
            9     1     0    1    1        0       0      0      0    97
           10     0     0    0    0        0       0      0      0   100
           11     0     0    4    1        3       0      0      0    92
           12     0     0    0    0        0       0      0      0   100
           13     0     0    0    0        0       0      0      0   100
           14     0     0    0    0        0       0      0      0   100
           15     0     0    2    0        0       0      0      0    98
17:14:19  all     7     0   13    2        7       0      0      0  1571
            0     3     0    0    1        0       0      0      0    96
            1     0     0    3    0        1       0      0      0    96
            2     2     0    0    0        0       0      0      0    98
            3     0     0    3    1        3       0      0      0    93
            4     0     0    0    0        0       0      0      0   100
            5     0     0    0    0        0       0      0      0   100
            6     0     0    0    0        0       0      0      0   100
            7     0     0    0    0        0       0      0      0   100
            8     0     0    0    0        0       0      0      0   100
            9     0     0    0    0        0       0      0      0   100
           10     0     0    0    0        0       0      0      0   100
           11     0     0    3    0        2       0      0      0    95
           12     0     0    0    0        0       0      0      0   100
           13     1     0    0    0        0       0      0      0    99
           14     0     0    0    0        0       0      0      0   100
           15     1     0    0    1        0       0      0      0    98
17:14:20  all     4     0   13    3        8       0      0      1  1571
            0     1     0    0    0        0       0      0      0    99
            1     0     0    4    1        2       0      0      0    93
            2     2     0    0    0        0       0      0      0    98
            3     0     0    2    1        2       0      0      0    95
            4     0     0    0    0        0       0      0      0   100
            5     0     0    0    0        0       0      0      0   100
            6     0     0    3    0        0       0      0      0    97
            7     1     0    1    0        0       0      0      1    97
            8     2     0    1    0        0       0      0      0    97
            9     1     0    0    0        0       0      0      0    99
           10     0     0    0    0        0       0      0      0   100
           11     0     0    2    1        2       0      0      0    95
           12     0     0    0    0        0       0      0      0   100
           13     0     0    0    0        0       0      0      0   100
           14     0     0    1    0        1       0      0      0    98
           15     0     0    0    0        0       0      0      0   100
17:14:21  all     5     0   15    3        7       0      0      0  1570
            0     1     0    1    0        0       0      0      0    98
            1     0     0    2    1        2       0      0      0    95
            2     0     0    1    0        0       0      0      0    99
            3     0     0    4    0        2       0      0      0    94
            4     0     0    0    0        0       0      0      0   100
            5     1     0    0    0        0       0      0      0    99
            6     1     0    1    1        0       0      0      0    97
            7     0     0    0    0        0       0      0      0   100
            8     1     0    2    0        0       0      0      0    97
            9     0     0    1    0        0       0      0      0    99
           10     0     0    0    0        0       0      0      0   100
           11     0     0    4    1        3       0      0      0    92
           12     0     0    0    0        0       0      0      0   100
           13     0     0    0    0        0       0      0      0   100
           14     0     0    0    1        0       0      0      0    99
           15     0     0    0    0        0       0      0      0   100
17:14:22  all     5     0   17    3        6       0      0      0  1569
            0     1     0    1    0        0       0      0      0    98
            1     0     0    1    0        2       0      0      0    97
            2     2     0    2    0        0       0      0      0    96
            3     0     0    4    1        3       0      0      0    92
            4     0     0    0    0        0       0      0      0   100
            5     0     0    1    0        0       0      0      0    99
            6     0     0    0    0        0       0      0      0   100
            7     0     0    0    0        0       0      0      0   100
            8     0     0    1    0        0       0      0      0    99
            9     1     0    1    0        0       0      0      0    98
           10     0     0    0    0        0       0      0      0   100
           11     0     0    4    1        2       0      0      0    93
           12     0     0    0    0        0       0      0      0   100
           13     1     0    1    0        1       0      0      0    97
           14     0     0    0    0        0       0      0      0   100
           15     0     0    0    0        0       0      0      0   100
17:14:23  all     8     0   14    2        8       0      0      2  1566
            0     2     0    0    0        0       0      0      0    98
            1     1     0    3    1        2       0      0      1    92
            2     0     0    2    1        0       0      0      0    97
            3     0     0    2    1        2       0      0      0    95
            4     0     0    0    0        0       0      0      0   100
            5     1     0    0    0        0       0      0      0    99
            6     0     0    0    0        0       0      0      0   100
            7     0     0    0    0        0       0      0      0   100
            8     1     0    2    0        0       0      0      0    97
            9     1     0    1    0        0       0      0      0    98
           10     0     0    1    0        0       0      0      0    99
           11     0     0    4    0        3       0      0      0    93
           12     0     0    0    0        0       0      0      0   100
           13     1     0    0    0        0       0      0      0    99
           14     0     0    0    0        0       0      0      0   100
           15     0     0    0    0        0       0      0      0   100
17:14:24  all    10     0   11    3        8       0      0      0  1568
            0     1     0    0    0        0       0      0      0    99
            1     1     0    2    0        2       0      0      0    95
            2     3     0    1    0        0       0      0      0    96
            3     0     0    4    1        3       0      0      0    92
            4     0     0    1    0        0       0      0      0    99
            5     0     0    0    0        1       0      0      0    99
            6     1     0    0    0        0       0      0      0    99
            7     0     0    1    0        0       0      0      0    99
            8     0     0    0    0        0       0      0      0   100
            9     1     0    0    0        0       0      0      0    99
           10     1     0    0    0        0       0      0      0    99
           11     0     0    2    1        2       0      0      0    95
           12     0     0    0    0        0       0      0      0   100
           13     1     0    0    0        0       0      0      0    99
           14     1     0    0    0        0       0      0      0    99
           15     1     0    0    0        0       0      0      0    99
17:14:25  all     9     0   11    3        7       0      0      0  1570
            0     2     0    0    0        0       0      0      0    98
            1     3     0    3    1        1       0      0      0    92
            2     0     0    0    0        0       0      0      0   100
            3     1     0    3    0        2       0      0      0    94
            4     1     0    0    0        0       0      0      0    99
            5     0     0    0    0        0       0      0      0   100
            6     0     0    1    0        0       0      0      0    99
            7     1     0    0    0        0       0      0      0    99
            8     0     0    1    0        0       0      0      0    99
            9     0     0    0    0        0       0      0      0   100
           10     0     0    0    0        0       0      0      0   100
           11     0     0    3    1        2       0      0      0    94
           12     0     0    0    0        0       0      0      0   100
           13     1     0    0    0        0       0      0      0    99
           14     0     0    0    0        0       0      0      0   100
           15     0     0    0    0        0       0      0      0   100
17:14:26  all     5     0   18    3        7       0      0      0  1567
            0     0     0    0    0        0       0      0      0   100
            1     0     0    4    1        2       0      0      0    93
            2     0     0    0    0        0       0      0      0   100
            3     2     0    7    1        3       0      0      0    88
            4     1     0    1    0        0       0      0      0    98
            5     0     0    1    0        0       0      0      0    99
            6     0     0    0    0        0       0      0      0   100
